left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
qvf,0.8551555872,0.8701305389,0.8409022093,0.808437109,0.7610656023,0.8964476585,0.848122716,0.7658478022,0.6954419613,0.9123573303,0.7394406199,0.7031314969,0.8242919445,0.776625514,0.77969414,0.8230525255,0.6662418842,0.7591062784,0.8773647547,0.8608833551
qwx,0.6883116364,0.7243635654,0.7845155597,0.6318961978,0.7626339197,0.8081410527,0.8372024298,0.8819385767,0.7744019032,0.858549118,0.8820695877,0.6112123132,0.7848285437,0.7318543196,0.7919540405,0.7992671728,0.8944836855,0.8415533304,0.7297105789,0.8812407851
qxf,0.8086270094,0.8967145681,0.7622439861,0.6316328049,0.8493536711,0.652122736,0.7558876872,0.761275053,0.7660890818,0.8337519169,0.7935231328,0.7733010054,0.8532711267,0.661193192,0.9174374938,0.7290683389,0.8023445606,0.8172723055,0.7567316294,0.7758038044
qxi,0.7062182426,0.7881369591,0.7491357327,0.7527115941,0.696080029,0.7299368382,0.6896941066,0.8097817898,0.6900280714,0.8352553844,0.6461978555,0.6323239803,0.6932567358,0.8496925235,0.8808808327,0.6519333124,0.765638113,0.7705990076,0.657550931,0.7841078639
qxv,0.7570391297,0.8903628588,0.7416682839,0.8060185909,0.7797776461,0.7793745995,0.8168941736,0.8093118668,0.8752359748,0.9074659944,0.804959178,0.8249594569,0.7982583046,0.8356792927,0.7563992143,0.8554172516,0.6813884974,0.7842645645,0.8338930607,0.8191431761
qye,0.8085779548,0.8605115414,0.7375126481,0.7375577688,0.8254535198,0.8803761005,0.9263803959,0.8275613785,0.8550572991,0.8116675615,0.841022253,0.8278004527,0.8658208847,0.7277356982,0.8260680437,0.8018615842,0.8608366847,0.8031898737,0.788394928,0.8494265079
qyi,0.8370851278,0.7308447361,0.8295847178,0.7885463834,0.78260535,0.8399764299,0.8211910725,0.7439371943,0.7572948933,0.6990423203,0.7829072475,0.8434000015,0.7972764373,0.8986660242,0.7716213465,0.8167484403,0.758445859,0.7272666097,0.8226461411,0.7441238761
qzd,0.834297657,0.7238249779,0.8243018389,0.7910131216,0.7586241961,0.8659425378,0.8317953944,0.7646204829,0.7563244104,0.7996836901,0.8513537645,0.8230384588,0.8229715824,0.7954192162,0.7369167805,0.9127934575,0.7819838524,0.7589840889,0.7565036416,0.8232222199
qzf,0.7247467637,0.7577995062,0.8279309273,0.6735868454,0.701672554,0.8632282019,0.7599138021,0.8121622801,0.8053393364,0.7934299707,0.8290263414,0.7928465605,0.7011055946,0.8203158379,0.6899777055,0.8332588077,0.8748794794,0.8249425888,0.8178565502,0.7662372589
rau,0.7703950405,0.704171598,0.6807205677,0.7431308031,0.7139674425,0.7637929916,0.8745095134,0.8126308918,0.8619173765,0.8901501894,0.7921386957,0.6563242078,0.8968414068,0.7618108392,0.6965501904,0.788184166,0.7472304106,0.8086805344,0.6770803928,0.8138474226
rbg,0.8014038801,0.7168695927,0.8766762018,0.684974432,0.886700511,0.7526192665,0.7729489207,0.5934007168,0.7325142622,0.7477240562,0.7155653238,0.7404626608,0.72968328,0.8782784343,0.7275995612,0.8114532232,0.8521991372,0.7679927349,0.754481554,0.7724875212
rbq,0.7379332185,0.8866295815,0.7226133347,0.813842237,0.7930538654,0.8373096585,0.7232607603,0.8162456751,0.8406180143,0.7860043049,0.7755653858,0.8448885679,0.8277249336,0.8438109159,0.7956653833,0.8374478817,0.8229389191,0.79218328,0.8263635635,0.7200861573
rbz,0.7938940525,0.7908931375,0.7401067615,0.7142271399,0.8320500851,0.7635831833,0.7917971611,0.8313499093,0.721224606,0.8137215376,0.8652778864,0.7291468382,0.7229938507,0.7665732503,0.7903875709,0.7446590066,0.7304342389,0.7984682322,0.7754393816,0.8428452015
rco,0.7042956352,0.7906938791,0.8220351934,0.8283606768,0.7963453531,0.713643074,0.8730633855,0.9313752651,0.7668914795,0.8745925426,0.8462941647,0.6587408781,0.8375967145,0.7714206576,0.828543663,0.8140619397,0.8043085337,0.8318163157,0.8733783364,0.888745904
rcq,0.7712951899,0.7920586467,0.7631241083,0.7487828732,0.7899411917,0.6549639702,0.8760113716,0.8224500418,0.786055088,0.7562920451,0.8181365728,0.7945570946,0.8021675348,0.8127881885,0.8130311966,0.8826999664,0.771014452,0.7184972763,0.7830612659,0.7153823972
rdn,0.7992340326,0.8256620169,0.8183557987,0.8452914357,0.8394215107,0.7698743343,0.7715088129,0.7689353228,0.9047468901,0.616643846,0.9616279602,0.8322805166,0.9000412226,0.8318170905,0.800508678,0.7331397533,0.8637038469,0.8594375849,0.8145276904,0.7720831633
reh,0.7281357646,0.7944190502,0.7218989134,0.6414211988,0.7832940221,0.9088730812,0.9297065735,0.6629762053,0.8280262947,0.6473747492,0.731123209,0.6782175303,0.7486679554,0.6754028201,0.7314741015,0.710639298,0.7063237429,0.568144083,0.7584500313,0.83314991
res,0.7856285572,0.8337696791,0.7791023254,0.7478823662,0.8687936068,0.8268487453,0.8314831257,0.7685180306,0.7165651321,0.8315405846,0.8355801105,0.8937238455,0.8171174526,0.7571930885,0.7265669107,0.7718508244,0.8608146906,0.8022251129,0.8583781719,0.7726424932
rfa,0.6699072123,0.8507399559,0.8183338642,0.739646256,0.7530293465,0.7143872976,0.7061083317,0.8006058931,0.7616978884,0.6832060218,0.7644565105,0.8144265413,0.814786911,0.8390220404,0.7187483311,0.8725444078,0.8207190633,0.7112332582,0.5612073541,0.8453890085
rfl,0.856347084,0.7174859047,0.7742826343,0.6977821589,0.7534304857,0.7457079887,0.6786717176,0.7411692739,0.7497509718,0.7407714128,0.7882674932,0.7408819199,0.7679789066,0.7892156839,0.6958981156,0.7547159195,0.6305994391,0.7824819684,0.8099440336,0.7201829553
rfr,0.8001061678,0.7403280735,0.7662969232,0.8235309124,0.82292068,0.7340234518,0.7289245129,0.7738058567,0.8809964657,0.7870249152,0.7686291933,0.8375780582,0.795024395,0.7703914642,0.8577796817,0.7963991165,0.843832612,0.7912243605,0.7389529943,0.6898700595
rfz,0.8269944787,0.8319120407,0.8767662048,0.9117176533,0.8329638243,0.8396754861,0.8136895299,0.7973842621,0.7412369251,0.7997742295,0.8325535655,0.8085228801,0.8295294046,0.8580334187,0.8259111643,0.7855004072,0.8743431568,0.8159700632,0.8001907468,0.8091831207
rge,0.7638161182,0.8913601637,0.8222754002,0.760201633,0.813087821,0.6382821202,0.7942662239,0.7276175022,0.8434920907,0.86924088,0.7102213502,0.6713342071,0.7813078165,0.7369023561,0.7939128876,0.7821817398,0.7443391085,0.7952805758,0.7965222597,0.7974814773
rgo,0.7982990742,0.8137620687,0.7013876438,0.7705663443,0.780967474,0.6986916065,0.7817658186,0.7649753094,0.810738802,0.849624157,0.7258681059,0.8406146765,0.7723921537,0.851940155,0.7210977077,0.6161264181,0.8774698973,0.8157337904,0.7996454835,0.8806260824
rhf,0.7531477213,0.8490611315,0.7095602751,0.8457776308,0.8481861353,0.7630370855,0.7343918085,0.7705583572,0.8641367555,0.8299859762,0.8062338233,0.8088256121,0.8449853659,0.7921317816,0.9179583788,0.8462055922,0.8157147169,0.7932713032,0.8312789202,0.8173480034
rht,0.6304751635,0.7443999052,0.8100527525,0.699078083,0.7183153033,0.5805988312,0.8898726702,0.7890132666,0.6820313931,0.7465895414,0.7374949455,0.5864985585,0.7556482553,0.7689223289,0.7581270933,0.7379775047,0.7072724104,0.6927016377,0.6829041243,0.7031885386
ria,0.8737417459,0.8011289835,0.7476402521,0.6714173555,0.682282865,0.7106920481,0.7893935442,0.766348958,0.8285855055,0.7506158352,0.8344805837,0.724113524,0.750440836,0.7805259228,0.7686264515,0.7724107504,0.7732288837,0.7238011956,0.7833263874,0.6831403971
rig,0.788172245,0.7507320642,0.888222456,0.8034011126,0.7195911407,0.8073233366,0.8636679649,0.8613760471,0.7676582336,0.7898074985,0.8492975235,0.8693495393,0.8409818411,0.8471590281,0.8737635612,0.8101431727,0.7814513445,0.9150889516,0.7000732422,0.8853026628
rim,0.7813432813,0.7739515305,0.8677002192,0.8482438326,0.8245460987,0.8227468133,0.8565239906,0.8496429324,0.8519650102,0.870205164,0.86474967,0.7919948101,0.8319017887,0.8583983779,0.7934846282,0.8697938919,0.8479681015,0.8076994419,0.8141613007,0.7592414618
rin,0.7053722739,0.7471272349,0.7812359929,0.7184343338,0.8150445819,0.690233767,0.7196344137,0.7570775151,0.7632001638,0.7505477071,0.7229626179,0.7976949215,0.70342803,0.7519778013,0.6825031638,0.7268842459,0.8307285905,0.8274824619,0.7301034331,0.6951372623
rir,0.7747531533,0.8616506457,0.7984303236,0.7050511837,0.8418121934,0.8128727078,0.767373383,0.7416477203,0.8050204515,0.7894060612,0.8651099801,0.7403891087,0.8490409851,0.8129407167,0.7449864149,0.7063397765,0.7627572417,0.8584483862,0.8450530171,0.7341782451
rit,0.7168154716,0.891418457,0.7522972226,0.8008301854,0.8241405487,0.8631575108,0.8339307904,0.7716682553,0.7801952362,0.8161154389,0.8832272291,0.7687319517,0.8264225721,0.7772688866,0.7780402899,0.8255941868,0.7833713889,0.8059183359,0.7388834953,0.7584101558
rix,0.7428136468,0.8876518607,0.8878905773,0.919193387,0.8636776209,0.8633184433,0.8291605115,0.7966237068,0.8836718798,0.847320199,0.8087741733,0.8153219223,0.7374435663,0.8264037371,0.7888498306,0.8585647941,0.7966486812,0.9396803379,0.8605155945,0.8237420321
rji,0.8333442211,0.7616468668,0.7378925085,0.6868848801,0.804843545,0.7948480844,0.7576723099,0.7967618108,0.7191307545,0.7248248458,0.6654195786,0.7667961121,0.7307078838,0.7961423993,0.7993229628,0.8430483341,0.742182672,0.8058373332,0.7999916077,0.7172103524
rkg,0.8768607378,0.7902340889,0.9065126777,0.7940897942,0.5904489756,0.8518026471,0.8888850212,0.8707821369,0.9153439999,0.8586714268,0.9050149918,0.9114946127,0.8107638359,0.8529926538,0.8426983356,0.7925918102,0.8430813551,0.8236526847,0.8632095456,0.8440368772
rkp,0.7338727713,0.7597563863,0.8192141056,0.6983861923,0.7526758909,0.7853578329,0.8464676142,0.7768715024,0.8014718294,0.8227509856,0.707667172,0.7879832983,0.6413960457,0.7531375885,0.7597821951,0.7876315117,0.8327946067,0.832606256,0.7831981778,0.7752862573
rkr,0.7328477502,0.8005154133,0.7401857972,0.7301306725,0.6939099431,0.7658706903,0.7394436598,0.7563683987,0.8534229994,0.7564526796,0.7007959485,0.7852385044,0.6872558594,0.6893846393,0.7154645324,0.8220744133,0.6225605011,0.6625765562,0.7455280423,0.7104879618
rku,0.7679602504,0.7572101355,0.8182398081,0.701409936,0.631056428,0.8121221662,0.754150629,0.7797477245,0.7653580904,0.8084321022,0.8280631304,0.8749351501,0.8515526652,0.9023798108,0.7246080637,0.7544310093,0.6901215911,0.8536747694,0.8990092874,0.6812909842
rkw,0.7210373878,0.7501221299,0.7577527761,0.8066591024,0.8216776848,0.6642898321,0.7738996744,0.7960511446,0.8192737699,0.6626608372,0.7486643195,0.6072348356,0.7608415484,0.7239441872,0.6500576735,0.7256479263,0.7273187637,0.8007574081,0.7550942898,0.696904242
rkx,0.8072664738,0.8180134296,0.8433978558,0.8611543775,0.6565496325,0.7620543242,0.866610527,0.8604844213,0.8721057773,0.829302907,0.7788547277,0.8248511553,0.8313031197,0.8539931774,0.8419901729,0.6335016489,0.8050900102,0.8642560244,0.7790068388,0.7884554863
rlo,0.8034391403,0.7549980879,0.8090666533,0.8334773183,0.8366234899,0.8917253017,0.8185893297,0.8336497545,0.8427384496,0.8564155698,0.8267271519,0.7521509528,0.8177711964,0.8733507395,0.8077098727,0.8214682341,0.7923838496,0.7854673862,0.8528220654,0.7389931083
rmb,0.8086268902,0.6929499507,0.7905827165,0.8074147701,0.7419285774,0.8359971642,0.7654184103,0.8281577826,0.8197323084,0.8103852272,0.8417937756,0.7655472755,0.8093594313,0.8103636503,0.812340498,0.7940681577,0.8001508713,0.8207322359,0.7839500308,0.8307459354
rmd,0.7593070269,0.7568848133,0.8065568209,0.8368962407,0.6697716713,0.873506546,0.6664447188,0.8674679399,0.834215045,0.7676370144,0.7222015858,0.7375643253,0.753012538,0.8451218605,0.7855744958,0.917939961,0.7335945368,0.8007771969,0.830111742,0.837351501
rmf,0.9441409111,0.7717894316,0.8367810249,0.882622242,0.8114603758,0.7736663818,0.7349502444,0.6142288446,0.8392014503,0.8157347441,0.7783250809,0.6956421733,0.8746682405,0.7355444431,0.7187834978,0.7346786857,0.7809294462,0.8064846992,0.7420569062,0.8762694001
rnh,0.8639379144,0.8879836798,0.8130423427,0.9359153509,0.9113130569,0.8636595011,0.8586825132,0.878254652,0.803886354,0.8262830973,0.8050118685,0.8326128721,0.8255866766,0.8885103464,0.8391119242,0.7426377535,0.8779667616,0.8575039506,0.8662039638,0.8576898575
rnj,0.8968673348,0.7759799361,0.8787006736,0.8510138988,0.8182014227,0.7504588962,0.8603515625,0.869438529,0.8500447273,0.8174629211,0.6752840281,0.7268825769,0.8249030113,0.8179734349,0.8610855341,0.8576132059,0.8715248108,0.835444212,0.7642786503,0.7836214304
rns,0.8909882903,0.7815093994,0.8559285402,0.8634617925,0.8948226571,0.8198546767,0.8923017979,0.6271698475,0.8700528741,0.8136039972,0.815988183,0.8083793521,0.7495279908,0.8059074283,0.8620661497,0.7563346624,0.860403657,0.7774305344,0.8530218005,0.8088324666
rnw,0.7838720083,0.7957061529,0.8502235413,0.7662875652,0.8566584587,0.836583972,0.7546897531,0.8214435577,0.7973514795,0.8132549524,0.792519033,0.7547132373,0.7505470514,0.8346346617,0.7939187884,0.7752482295,0.8075010777,0.8846523762,0.8142504692,0.755314827
roa,0.7757484913,0.729757607,0.853366673,0.8830177784,0.8283653855,0.8344199061,0.7784172297,0.796241045,0.8020662069,0.7766489983,0.8271693587,0.9075875282,0.8116601706,0.8656944633,0.8577808738,0.7167054415,0.770263195,0.7316194177,0.8239732385,0.7879255414
ron,0.7122324705,0.8225908279,0.7951843739,0.7912931442,0.7965225577,0.8225473762,0.8160578012,0.8183155656,0.8151763678,0.7863120437,0.8191161752,0.8302807212,0.8280447721,0.8332389593,0.8179972172,0.806741178,0.7422428131,0.8561246991,0.8328938484,0.8318042755
roo,0.8198993802,0.8479839563,0.7945948839,0.7688418031,0.7795975208,0.8711531162,0.783536315,0.8792557716,0.6794840693,0.7121399045,0.7942740917,0.8559980392,0.7853490114,0.8031440973,0.8421514034,0.8801791668,0.8532141447,0.8635460138,0.8219627738,0.7591404915
rou,0.8097946644,0.8880870342,0.8565302491,0.864592731,0.8293436766,0.787710011,0.8387407064,0.8347072601,0.8246512413,0.7145131826,0.7748925686,0.9205924273,0.9196474552,0.7782884836,0.7731609344,0.7639809847,0.8641685247,0.8287438154,0.8781111836,0.8186066151
roz,0.791469574,0.6875581741,0.8935838938,0.713608861,0.8343536854,0.8313388228,0.9091359377,0.8525921702,0.8262069225,0.9104858041,0.740136385,0.7972663641,0.7541840076,0.9085869789,0.8366778493,0.8381071687,0.7886257172,0.9466780424,0.6647974253,0.79678303
rpa,0.8411742449,0.7512538433,0.8710666895,0.8769600391,0.6944189668,0.8482730389,0.8287472129,0.859847188,0.790582478,0.8113610744,0.7623927593,0.8820194006,0.7389649153,0.8546155691,0.7487317324,0.7917790413,0.7701592445,0.8491739035,0.8070536852,0.7719987631
rpi,0.771484375,0.8429402113,0.7696407437,0.8018107414,0.7041433454,0.8023830652,0.7734978199,0.8658282757,0.812482357,0.7345474958,0.7073062658,0.7118207216,0.7466154099,0.7731721401,0.7110675573,0.7919232845,0.7687917352,0.7815312147,0.7043448687,0.7980800271
rpp,0.7910012603,0.7862097025,0.7316818237,0.7636601925,0.7919332981,0.7748245001,0.807174325,0.8197853565,0.8009018302,0.7547818422,0.7185633183,0.691393435,0.7839200497,0.7840583324,0.7796696424,0.7202786207,0.8243257999,0.745903492,0.8910925388,0.7451051474
rpr,0.7918329239,0.8481196165,0.8081831932,0.7404155731,0.8178597093,0.8445167542,0.8107763529,0.8270492554,0.7590751648,0.7737437487,0.6970797777,0.8019233942,0.8175784349,0.8463246226,0.7263495922,0.7291052938,0.8178161383,0.7741253376,0.7526307106,0.8122564554
rqm,0.6739981174,0.870880127,0.8513407707,0.83493644,0.6551710367,0.7915267944,0.7141243219,0.7031406164,0.7614775896,0.7529934645,0.6809934974,0.926101923,0.8630231619,0.663739562,0.8249893188,0.8827677965,0.771179378,0.8642383218,0.8696197271,0.705083251
rqr,0.7502919436,0.8672761321,0.8412158489,0.811999619,0.8191171885,0.8564130068,0.7894572616,0.7871603966,0.8384578228,0.8044089079,0.8597991467,0.7160824537,0.7954740524,0.7164537907,0.7947514057,0.9727537036,0.8494067192,0.7469396591,0.9496487379,0.8330653906
rqs,0.8152884245,0.8448644876,0.8591467738,0.9138067365,0.7735184431,0.7692803144,0.8002499342,0.7708606124,0.8477215767,0.8940327764,0.9013854265,0.7061871886,0.6955496073,0.7522803545,0.8846700191,0.8096984029,0.8524385691,0.7543672323,0.7774966955,0.8311537504
rre,0.7922641039,0.6649312377,0.8083586693,0.7856897116,0.7965016365,0.8093694448,0.6898882389,0.8455097675,0.8325026035,0.7883372307,0.745958209,0.8637066483,0.7008804083,0.628656745,0.6647468805,0.7506840825,0.6560593843,0.7371554375,0.773982048,0.7372100353
rrm,0.6597598791,0.8780610561,0.7512455583,0.8391876221,0.771107316,0.8037477732,0.9080421925,0.8100339174,0.8869532347,0.7991819382,0.8229420185,0.8385049105,0.835642755,0.8166458607,0.8638669848,0.7290186286,0.8301520348,0.760284245,0.7515019774,0.8264255524
rrw,0.7430156469,0.8488295078,0.7515028715,0.7527374029,0.7538048029,0.8744317293,0.8113564253,0.8105397224,0.7780739069,0.6274332404,0.8332018256,0.7625505924,0.8476102352,0.736667037,0.7953543067,0.7989048362,0.8352528811,0.7901114225,0.7720094919,0.8573266268
rsd,0.8454076648,0.7754437327,0.7955889702,0.7819096446,0.8767511845,0.8430887461,0.692681849,0.8585488796,0.8612802029,0.8013654947,0.8349365592,0.7930099964,0.8346632719,0.8400521874,0.7484393716,0.780364275,0.7984054089,0.7685262561,0.8640996218,0.7980512977
rsp,0.8308078051,0.8705502152,0.7839739323,0.7436162233,0.8459861279,0.8280985355,0.8193148375,0.8149234056,0.8802632689,0.8667240143,0.7619668841,0.7897028923,0.7466139793,0.6659231782,0.6715103388,0.8442372084,0.8026511669,0.754372716,0.8307617307,0.8557027578
rsy,0.8278948069,0.9040271044,0.8872978687,0.8235729337,0.830968082,0.7046259642,0.751914382,0.8635958433,0.869515419,0.8109464645,0.835113585,0.7437915206,0.8284676075,0.777746439,0.7293429375,0.7495524883,0.7796310186,0.7806915045,0.9108640552,0.8915591836
rtb,0.8964098692,0.8664114475,0.8093366623,0.8938346505,0.9002962708,0.8477666378,0.8769794703,0.7556753159,0.7913105488,0.8725669384,0.8912587762,0.8094190359,0.7597935796,0.8847824335,0.9325196743,0.8670722246,0.8363627791,0.8909606934,0.9141505361,0.7064133883
rth,0.7273500562,0.7958266735,0.7586266994,0.7185062766,0.766481936,0.6976163983,0.792252183,0.6776863933,0.7751765251,0.8123282194,0.7749364376,0.713349998,0.7329294682,0.8644621372,0.6638098359,0.8631291389,0.7857073545,0.9086598158,0.8342466354,0.7632616758
rti,0.7813899517,0.7109197378,0.8537658453,0.7006522417,0.8187406063,0.7852144241,0.7038056254,0.6701056361,0.8609125614,0.6681556702,0.7178239822,0.7981803417,0.8787206411,0.7608727217,0.7267168164,0.8180452585,0.7005251646,0.8510554433,0.7967440486,0.8410978317
rtl,0.834802568,0.8621915579,0.7878381014,0.8289325237,0.8672711253,0.8639632463,0.6829749346,0.7890197635,0.8326522112,0.7856030464,0.6244584918,0.8238408566,0.7792015076,0.7777985334,0.7908296585,0.751911521,0.8458265066,0.805598259,0.8779758215,0.8833428621
rtm,0.89237988,0.8351339102,0.7989016771,0.8337996006,0.9182811975,0.7145830393,0.8461290002,0.8267016411,0.9363408089,0.7703602314,0.7664204836,0.7955861092,0.7961351871,0.8321642876,0.7221170664,0.7538829446,0.8259993792,0.703740716,0.731901288,0.776594162
rtn,0.7733340263,0.7281205654,0.7445674539,0.5784893036,0.6306416988,0.8610973358,0.82352072,0.607231617,0.6621724963,0.7162234187,0.7878204584,0.8376682997,0.8651988506,0.7549473047,0.7984451652,0.8762992024,0.9083741903,0.8963483572,0.8478010893,0.850882113
rtv,0.8626722097,0.8235507011,0.8419260979,0.8000480533,0.7557009459,0.8196851611,0.8486297131,0.8424243927,0.7428373098,0.8894302845,0.7899084091,0.7426917553,0.8137941957,0.8390625715,0.831152916,0.8356446028,0.7792077065,0.8834763765,0.8346741199,0.8548285961
ruh,0.907322526,0.8271038532,0.7517627478,0.8594455719,0.8314523697,0.7994814515,0.7311958671,0.8354914188,0.8530621529,0.7619423866,0.7362820506,0.7865601778,0.8395178914,0.8406613469,0.9061371088,0.8474117517,0.818338871,0.8806023598,0.8556340933,0.8618714809
